local_entity_key,geo_entity_id,property_key,geo_property_id,value_type,value,source_file,json_pointer
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,confidence,,TEXT,high,content/dichotomies.json,
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,explanation,,TEXT,"Strongly favors explicit code instruction, while keeping vocabulary, fluency, comprehension, and background knowledge in the model.",content/dichotomies.json,
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,left_pole,,TEXT,Meaning-first immersion and cueing,content/dichotomies.json,
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,local_key,,TEXT,continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,content/dichotomies.json,
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,position,,FLOAT64,78,content/dichotomies.json,
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,right_pole,,TEXT,explicit code-based instruction plus language comprehension,content/dichotomies.json,
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,title,,TEXT,Whole language / balanced literacy vs phonics / Science of Reading continuum,content/dichotomies.json,
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,uncertainty_high,,FLOAT64,88,content/dichotomies.json,
continuum:whole-language-balanced-literacy-vs-phonics-science-of-reading,,uncertainty_low,,FLOAT64,66,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,better_question,,TEXT,"What is the time horizon, and are we measuring English-only achievement or biliteracy plus academics?",content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,common_misreadings,,TEXT,concentrate on rapid English acquisition is not a magic phrase; the mechanism and implementation still matter.; Maintain bilingual development and biliteracy is not automatically wrong in every context; outcomes and students differ.,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,dek,,TEXT,"What is the time horizon, and are we measuring English-only achievement or biliteracy plus academics?",content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,description,,TEXT,Whether home-language development supports cognition and identity or slows English academic progress.,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,evidence_strength_key,,TEXT,mixed-conditional,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,explanation,,TEXT,"Evaluation must separate language proficiency, content learning, long-run attainment, and family/community goals.",content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,landing_priority,,INT64,19,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,local_key,,TEXT,dichotomy:bilingual-dual-language-vs-english-immersion,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,philosophical_disagreement,,TEXT,Whether home-language development supports cognition and identity or slows English academic progress.,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,slug,,TEXT,bilingual-dual-language-vs-english-immersion,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,title,,TEXT,Bilingual dual-language vs English immersion,content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,what_evidence_suggests,,TEXT,"Evaluation must separate language proficiency, content learning, long-run attainment, and family/community goals.",content/dichotomies.json,
dichotomy:bilingual-dual-language-vs-english-immersion,,what_would_change_our_mind,,TEXT,"Comparable causal evidence across settings showing durable gains on achievement, progression, and implementation quality would move this synthesis.",content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,better_question,,TEXT,What adaptations preserve the high-leverage content and task quality of the curriculum?,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,common_misreadings,,TEXT,let teachers design locally responsive curricula is not a magic phrase; the mechanism and implementation still matter.; Adopt vetted materials and aligned PD is not automatically wrong in every context; outcomes and students differ.,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,dek,,TEXT,What adaptations preserve the high-leverage content and task quality of the curriculum?,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,description,,TEXT,Whether coherence and quality control outweigh teacher autonomy and adaptation.,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,evidence_strength_key,,TEXT,mixed-conditional,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,explanation,,TEXT,"Materials quality matters, but procurement without use, training, and buy-in has weak effects.",content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,landing_priority,,INT64,7,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,local_key,,TEXT,dichotomy:central-curriculum-hqim-vs-teacher-created-materials,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,philosophical_disagreement,,TEXT,Whether coherence and quality control outweigh teacher autonomy and adaptation.,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,slug,,TEXT,central-curriculum-hqim-vs-teacher-created-materials,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,title,,TEXT,Central curriculum / HQIM vs teacher-created materials,content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,what_evidence_suggests,,TEXT,"Materials quality matters, but procurement without use, training, and buy-in has weak effects.",content/dichotomies.json,
dichotomy:central-curriculum-hqim-vs-teacher-created-materials,,what_would_change_our_mind,,TEXT,"Comparable causal evidence across settings showing durable gains on achievement, progression, and implementation quality would move this synthesis.",content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,better_question,,TEXT,"What school model and accountability system is being chosen, not just what governance label?",content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,common_misreadings,,TEXT,neighborhood public schools is not a magic phrase; the mechanism and implementation still matter.; Charters/vouchers/magnets is not automatically wrong in every context; outcomes and students differ.,content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,dek,,TEXT,"What school model and accountability system is being chosen, not just what governance label?",content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,description,,TEXT,Whether family choice and school autonomy create improvement or undermine shared capacity and equity.,content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,evidence_strength_key,,TEXT,mixed-conditional,content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,explanation,,TEXT,"Effects are highly heterogeneous: some urban charters are strong, while voucher effects vary sharply by state and participating schools.",content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,landing_priority,,INT64,6,content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,local_key,,TEXT,dichotomy:choice-markets-vs-common-public-system,content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,philosophical_disagreement,,TEXT,Whether family choice and school autonomy create improvement or undermine shared capacity and equity.,content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,slug,,TEXT,choice-markets-vs-common-public-system,content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,title,,TEXT,Choice/markets vs common public system,content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,what_evidence_suggests,,TEXT,"Effects are highly heterogeneous: some urban charters are strong, while voucher effects vary sharply by state and participating schools.",content/dichotomies.json,
dichotomy:choice-markets-vs-common-public-system,,what_would_change_our_mind,,TEXT,"Comparable causal evidence across settings showing durable gains on achievement, progression, and implementation quality would move this synthesis.",content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,better_question,,TEXT,"Are students getting portable credentials, academic rigor, and real postsecondary options?",content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,common_misreadings,,TEXT,career-themed applied learning is not a magic phrase; the mechanism and implementation still matter.; Academic college-prep sequence is not automatically wrong in every context; outcomes and students differ.,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,dek,,TEXT,"Are students getting portable credentials, academic rigor, and real postsecondary options?",content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,description,,TEXT,Whether career pathways track students away from college or make academics more relevant and valuable.,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,evidence_strength_key,,TEXT,promising-causal-quasi,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,explanation,,TEXT,High-quality CTE and early college can improve transitions; weak pathways risk low-value credentials or tracking.,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,landing_priority,,INT64,14,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,local_key,,TEXT,dichotomy:college-for-all-vs-cte-career-pathways,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,philosophical_disagreement,,TEXT,Whether career pathways track students away from college or make academics more relevant and valuable.,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,slug,,TEXT,college-for-all-vs-cte-career-pathways,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,title,,TEXT,College-for-all vs CTE/career pathways,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,what_evidence_suggests,,TEXT,High-quality CTE and early college can improve transitions; weak pathways risk low-value credentials or tracking.,content/dichotomies.json,
dichotomy:college-for-all-vs-cte-career-pathways,,what_would_change_our_mind,,TEXT,"Comparable causal evidence across settings showing durable gains on achievement, progression, and implementation quality would move this synthesis.",content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,better_question,,TEXT,"What problem is narrow enough for CI, and when is structural redesign required?",content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,common_misreadings,,TEXT,"sweeping top-down redesign is not a magic phrase; the mechanism and implementation still matter.; Rapid cycles, local testing, network learning is not automatically wrong in every context; outcomes and students differ.",content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,dek,,TEXT,"What problem is narrow enough for CI, and when is structural redesign required?",content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,description,,TEXT,Whether change should be iterative and contextual or broad and decisive.,content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,evidence_strength_key,,TEXT,mixed-conditional,content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,explanation,,TEXT,"NSI evidence is promising for targeted outcomes, but impact depends on engagement, disciplined cycles, and intermediary quality.",content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,landing_priority,,INT64,16,content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,local_key,,TEXT,dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,philosophical_disagreement,,TEXT,Whether change should be iterative and contextual or broad and decisive.,content/dichotomies.json,
dichotomy:data-driven-continuous-improvement-vs-big-bang-reform,,slug,,TEXT,data-driven-continuous-improvement-vs-big-bang-reform,content/dichotomies.json,
