local_relation_key,geo_relation_id,relation_key,from_entity_key,to_entity_key,position,verified,source_file,json_pointer
dichotomy:human-tutoring-vs-ai-tutoring:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,dichotomy:human-tutoring-vs-ai-tutoring,evidence_strength:promising-causal-quasi,,true,content/dichotomies.json,$[?slug=='human-tutoring-vs-ai-tutoring'].evidenceStrength
dichotomy:human-tutoring-vs-ai-tutoring:topic:technology,,HAS_TOPIC,dichotomy:human-tutoring-vs-ai-tutoring,topic:technology,,true,content/dichotomies.json,$[?slug=='human-tutoring-vs-ai-tutoring'].topic
dichotomy:integration-desegregation-vs-neighborhood-local-control:continuum,,HAS_CONTINUUM_POSITION,dichotomy:integration-desegregation-vs-neighborhood-local-control,continuum:integration-desegregation-vs-neighborhood-local-control,,true,content/dichotomies.json,$[?slug=='integration-desegregation-vs-neighborhood-local-control'].continuum
dichotomy:integration-desegregation-vs-neighborhood-local-control:initiative:private-school-vouchers-dc-and-louisiana-examples,,KEY_INITIATIVE,dichotomy:integration-desegregation-vs-neighborhood-local-control,initiative:private-school-vouchers-dc-and-louisiana-examples,,true,content/dichotomies.json,$[?slug=='integration-desegregation-vs-neighborhood-local-control'].keyInitiativeSlugs
dichotomy:integration-desegregation-vs-neighborhood-local-control:source:src-002,,CITES_SOURCE,dichotomy:integration-desegregation-vs-neighborhood-local-control,source:src-002,,true,content/dichotomies.json,$[?slug=='integration-desegregation-vs-neighborhood-local-control'].sourceIds
dichotomy:integration-desegregation-vs-neighborhood-local-control:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,dichotomy:integration-desegregation-vs-neighborhood-local-control,evidence_strength:mixed-conditional,,true,content/dichotomies.json,$[?slug=='integration-desegregation-vs-neighborhood-local-control'].evidenceStrength
dichotomy:integration-desegregation-vs-neighborhood-local-control:topic:equity,,HAS_TOPIC,dichotomy:integration-desegregation-vs-neighborhood-local-control,topic:equity,,true,content/dichotomies.json,$[?slug=='integration-desegregation-vs-neighborhood-local-control'].topic
dichotomy:knowledge-rich-curriculum-vs-generic-skills:continuum,,HAS_CONTINUUM_POSITION,dichotomy:knowledge-rich-curriculum-vs-generic-skills,continuum:knowledge-rich-curriculum-vs-generic-skills,,true,content/dichotomies.json,$[?slug=='knowledge-rich-curriculum-vs-generic-skills'].continuum
dichotomy:knowledge-rich-curriculum-vs-generic-skills:initiative:a-nation-at-risk-modern-standards-movement,,KEY_INITIATIVE,dichotomy:knowledge-rich-curriculum-vs-generic-skills,initiative:a-nation-at-risk-modern-standards-movement,,true,content/dichotomies.json,$[?slug=='knowledge-rich-curriculum-vs-generic-skills'].keyInitiativeSlugs
dichotomy:knowledge-rich-curriculum-vs-generic-skills:source:src-005,,CITES_SOURCE,dichotomy:knowledge-rich-curriculum-vs-generic-skills,source:src-005,,true,content/dichotomies.json,$[?slug=='knowledge-rich-curriculum-vs-generic-skills'].sourceIds
dichotomy:knowledge-rich-curriculum-vs-generic-skills:source:src-019,,CITES_SOURCE,dichotomy:knowledge-rich-curriculum-vs-generic-skills,source:src-019,,true,content/dichotomies.json,$[?slug=='knowledge-rich-curriculum-vs-generic-skills'].sourceIds
dichotomy:knowledge-rich-curriculum-vs-generic-skills:source:src-020,,CITES_SOURCE,dichotomy:knowledge-rich-curriculum-vs-generic-skills,source:src-020,,true,content/dichotomies.json,$[?slug=='knowledge-rich-curriculum-vs-generic-skills'].sourceIds
dichotomy:knowledge-rich-curriculum-vs-generic-skills:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,dichotomy:knowledge-rich-curriculum-vs-generic-skills,evidence_strength:promising-causal-quasi,,true,content/dichotomies.json,$[?slug=='knowledge-rich-curriculum-vs-generic-skills'].evidenceStrength
dichotomy:knowledge-rich-curriculum-vs-generic-skills:topic:curriculum,,HAS_TOPIC,dichotomy:knowledge-rich-curriculum-vs-generic-skills,topic:curriculum,,true,content/dichotomies.json,$[?slug=='knowledge-rich-curriculum-vs-generic-skills'].topic
dichotomy:more-money-resources-vs-money-does-not-matter:continuum,,HAS_CONTINUUM_POSITION,dichotomy:more-money-resources-vs-money-does-not-matter,continuum:more-money-resources-vs-money-does-not-matter,,true,content/dichotomies.json,$[?slug=='more-money-resources-vs-money-does-not-matter'].continuum
dichotomy:more-money-resources-vs-money-does-not-matter:initiative:a-nation-at-risk-modern-standards-movement,,KEY_INITIATIVE,dichotomy:more-money-resources-vs-money-does-not-matter,initiative:a-nation-at-risk-modern-standards-movement,,true,content/dichotomies.json,$[?slug=='more-money-resources-vs-money-does-not-matter'].keyInitiativeSlugs
dichotomy:more-money-resources-vs-money-does-not-matter:source:src-041,,CITES_SOURCE,dichotomy:more-money-resources-vs-money-does-not-matter,source:src-041,,true,content/dichotomies.json,$[?slug=='more-money-resources-vs-money-does-not-matter'].sourceIds
dichotomy:more-money-resources-vs-money-does-not-matter:source:src-056,,CITES_SOURCE,dichotomy:more-money-resources-vs-money-does-not-matter,source:src-056,,true,content/dichotomies.json,$[?slug=='more-money-resources-vs-money-does-not-matter'].sourceIds
dichotomy:more-money-resources-vs-money-does-not-matter:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,dichotomy:more-money-resources-vs-money-does-not-matter,evidence_strength:promising-causal-quasi,,true,content/dichotomies.json,$[?slug=='more-money-resources-vs-money-does-not-matter'].evidenceStrength
dichotomy:more-money-resources-vs-money-does-not-matter:topic:finance,,HAS_TOPIC,dichotomy:more-money-resources-vs-money-does-not-matter,topic:finance,,true,content/dichotomies.json,$[?slug=='more-money-resources-vs-money-does-not-matter'].topic
dichotomy:remediation-readiness-vs-grade-level-acceleration:continuum,,HAS_CONTINUUM_POSITION,dichotomy:remediation-readiness-vs-grade-level-acceleration,continuum:remediation-readiness-vs-grade-level-acceleration,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].continuum
dichotomy:remediation-readiness-vs-grade-level-acceleration:initiative:generative-ai-tutoring-and-ai-school-pilots,,KEY_INITIATIVE,dichotomy:remediation-readiness-vs-grade-level-acceleration,initiative:generative-ai-tutoring-and-ai-school-pilots,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].keyInitiativeSlugs
dichotomy:remediation-readiness-vs-grade-level-acceleration:initiative:high-dosage-tutoring,,KEY_INITIATIVE,dichotomy:remediation-readiness-vs-grade-level-acceleration,initiative:high-dosage-tutoring,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].keyInitiativeSlugs
dichotomy:remediation-readiness-vs-grade-level-acceleration:initiative:reading-recovery,,KEY_INITIATIVE,dichotomy:remediation-readiness-vs-grade-level-acceleration,initiative:reading-recovery,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].keyInitiativeSlugs
dichotomy:remediation-readiness-vs-grade-level-acceleration:initiative:saga-style-and-tech-infused-tutoring,,KEY_INITIATIVE,dichotomy:remediation-readiness-vs-grade-level-acceleration,initiative:saga-style-and-tech-infused-tutoring,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].keyInitiativeSlugs
dichotomy:remediation-readiness-vs-grade-level-acceleration:source:src-021,,CITES_SOURCE,dichotomy:remediation-readiness-vs-grade-level-acceleration,source:src-021,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].sourceIds
dichotomy:remediation-readiness-vs-grade-level-acceleration:source:src-053,,CITES_SOURCE,dichotomy:remediation-readiness-vs-grade-level-acceleration,source:src-053,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].sourceIds
dichotomy:remediation-readiness-vs-grade-level-acceleration:source:src-055,,CITES_SOURCE,dichotomy:remediation-readiness-vs-grade-level-acceleration,source:src-055,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].sourceIds
dichotomy:remediation-readiness-vs-grade-level-acceleration:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,dichotomy:remediation-readiness-vs-grade-level-acceleration,evidence_strength:promising-causal-quasi,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].evidenceStrength
dichotomy:remediation-readiness-vs-grade-level-acceleration:topic:instruction,,HAS_TOPIC,dichotomy:remediation-readiness-vs-grade-level-acceleration,topic:instruction,,true,content/dichotomies.json,$[?slug=='remediation-readiness-vs-grade-level-acceleration'].topic
dichotomy:screens-harm-development-vs-technology-enables-learning:continuum,,HAS_CONTINUUM_POSITION,dichotomy:screens-harm-development-vs-technology-enables-learning,continuum:screens-harm-development-vs-technology-enables-learning,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].continuum
dichotomy:screens-harm-development-vs-technology-enables-learning:initiative:adaptive-and-personalized-learning-platforms,,KEY_INITIATIVE,dichotomy:screens-harm-development-vs-technology-enables-learning,initiative:adaptive-and-personalized-learning-platforms,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].keyInitiativeSlugs
dichotomy:screens-harm-development-vs-technology-enables-learning:initiative:gates-personalized-learning-next-generation-learning-challenges,,KEY_INITIATIVE,dichotomy:screens-harm-development-vs-technology-enables-learning,initiative:gates-personalized-learning-next-generation-learning-challenges,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].keyInitiativeSlugs
dichotomy:screens-harm-development-vs-technology-enables-learning:initiative:generative-ai-tutoring-and-ai-school-pilots,,KEY_INITIATIVE,dichotomy:screens-harm-development-vs-technology-enables-learning,initiative:generative-ai-tutoring-and-ai-school-pilots,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].keyInitiativeSlugs
dichotomy:screens-harm-development-vs-technology-enables-learning:initiative:one-to-one-devices-laptop-initiatives,,KEY_INITIATIVE,dichotomy:screens-harm-development-vs-technology-enables-learning,initiative:one-to-one-devices-laptop-initiatives,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].keyInitiativeSlugs
dichotomy:screens-harm-development-vs-technology-enables-learning:initiative:remote-learning-and-virtual-schooling-during-covid,,KEY_INITIATIVE,dichotomy:screens-harm-development-vs-technology-enables-learning,initiative:remote-learning-and-virtual-schooling-during-covid,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].keyInitiativeSlugs
dichotomy:screens-harm-development-vs-technology-enables-learning:source:src-048,,CITES_SOURCE,dichotomy:screens-harm-development-vs-technology-enables-learning,source:src-048,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].sourceIds
dichotomy:screens-harm-development-vs-technology-enables-learning:source:src-049,,CITES_SOURCE,dichotomy:screens-harm-development-vs-technology-enables-learning,source:src-049,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].sourceIds
dichotomy:screens-harm-development-vs-technology-enables-learning:source:src-050,,CITES_SOURCE,dichotomy:screens-harm-development-vs-technology-enables-learning,source:src-050,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].sourceIds
dichotomy:screens-harm-development-vs-technology-enables-learning:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,dichotomy:screens-harm-development-vs-technology-enables-learning,evidence_strength:mixed-conditional,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].evidenceStrength
dichotomy:screens-harm-development-vs-technology-enables-learning:topic:technology,,HAS_TOPIC,dichotomy:screens-harm-development-vs-technology-enables-learning,topic:technology,,true,content/dichotomies.json,$[?slug=='screens-harm-development-vs-technology-enables-learning'].topic
dichotomy:seat-time-vs-mastery:continuum,,HAS_CONTINUUM_POSITION,dichotomy:seat-time-vs-mastery,continuum:seat-time-vs-mastery,,true,content/dichotomies.json,$[?slug=='seat-time-vs-mastery'].continuum
dichotomy:seat-time-vs-mastery:initiative:competency-based-mastery-based-learning,,KEY_INITIATIVE,dichotomy:seat-time-vs-mastery,initiative:competency-based-mastery-based-learning,,true,content/dichotomies.json,$[?slug=='seat-time-vs-mastery'].keyInitiativeSlugs
dichotomy:seat-time-vs-mastery:source:src-002,,CITES_SOURCE,dichotomy:seat-time-vs-mastery,source:src-002,,true,content/dichotomies.json,$[?slug=='seat-time-vs-mastery'].sourceIds
dichotomy:seat-time-vs-mastery:source:src-030,,CITES_SOURCE,dichotomy:seat-time-vs-mastery,source:src-030,,true,content/dichotomies.json,$[?slug=='seat-time-vs-mastery'].sourceIds
dichotomy:seat-time-vs-mastery:strength:limited-descriptive,,HAS_EVIDENCE_STRENGTH,dichotomy:seat-time-vs-mastery,evidence_strength:limited-descriptive,,true,content/dichotomies.json,$[?slug=='seat-time-vs-mastery'].evidenceStrength
dichotomy:seat-time-vs-mastery:topic:school-design,,HAS_TOPIC,dichotomy:seat-time-vs-mastery,topic:school-design,,true,content/dichotomies.json,$[?slug=='seat-time-vs-mastery'].topic
dichotomy:sel-whole-child-vs-academics-first:continuum,,HAS_CONTINUUM_POSITION,dichotomy:sel-whole-child-vs-academics-first,continuum:sel-whole-child-vs-academics-first,,true,content/dichotomies.json,$[?slug=='sel-whole-child-vs-academics-first'].continuum
dichotomy:sel-whole-child-vs-academics-first:initiative:a-nation-at-risk-modern-standards-movement,,KEY_INITIATIVE,dichotomy:sel-whole-child-vs-academics-first,initiative:a-nation-at-risk-modern-standards-movement,,true,content/dichotomies.json,$[?slug=='sel-whole-child-vs-academics-first'].keyInitiativeSlugs
dichotomy:sel-whole-child-vs-academics-first:source:src-037,,CITES_SOURCE,dichotomy:sel-whole-child-vs-academics-first,source:src-037,,true,content/dichotomies.json,$[?slug=='sel-whole-child-vs-academics-first'].sourceIds
dichotomy:sel-whole-child-vs-academics-first:source:src-038,,CITES_SOURCE,dichotomy:sel-whole-child-vs-academics-first,source:src-038,,true,content/dichotomies.json,$[?slug=='sel-whole-child-vs-academics-first'].sourceIds
dichotomy:sel-whole-child-vs-academics-first:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,dichotomy:sel-whole-child-vs-academics-first,evidence_strength:mixed-conditional,,true,content/dichotomies.json,$[?slug=='sel-whole-child-vs-academics-first'].evidenceStrength
dichotomy:sel-whole-child-vs-academics-first:topic:school-climate,,HAS_TOPIC,dichotomy:sel-whole-child-vs-academics-first,topic:school-climate,,true,content/dichotomies.json,$[?slug=='sel-whole-child-vs-academics-first'].topic
dichotomy:small-schools-personalization-vs-comprehensive-breadth:continuum,,HAS_CONTINUUM_POSITION,dichotomy:small-schools-personalization-vs-comprehensive-breadth,continuum:small-schools-personalization-vs-comprehensive-breadth,,true,content/dichotomies.json,$[?slug=='small-schools-personalization-vs-comprehensive-breadth'].continuum
dichotomy:small-schools-personalization-vs-comprehensive-breadth:initiative:private-school-vouchers-dc-and-louisiana-examples,,KEY_INITIATIVE,dichotomy:small-schools-personalization-vs-comprehensive-breadth,initiative:private-school-vouchers-dc-and-louisiana-examples,,true,content/dichotomies.json,$[?slug=='small-schools-personalization-vs-comprehensive-breadth'].keyInitiativeSlugs
